edificio,nome,via,cluster,anello,lat,lon,MWh_SH,MWh_ACS,consumo_annuo_MWh,tipo_utenza,area_m2
PRIV_0972,Via dei Fabbri 17,Via dei Fabbri,Zona 1 - Comune NE,2,46.176541,12.716839,45.815,8.085,53.9,Privato (potenziale),
PRIV_0973,Via dei Fabbri 15,Via dei Fabbri,Zona 1 - Comune NE,2,46.176928,12.716656,103.768,18.312,122.08,Privato (potenziale),
PRIV_0974,Edificio 973,,Zona 1 - Comune NE,2,46.180197,12.708928,92.462,16.317,108.779,Privato (potenziale),
PRIV_0975,Via Alessandro Volta 33,Via Alessandro Volta,Zona 1 - Comune NE,2,46.175207,12.71457,47.957,8.462,56.419,Privato (potenziale),
PRIV_0976,Via Alessandro Volta 29,Via Alessandro Volta,Zona 1 - Comune NE,2,46.17558,12.714591,92.582,16.338,108.91999999999999,Privato (potenziale),
PRIV_0977,Edificio 976,,Zona 1 - Comune NE,2,46.176053,12.716497,53.907,9.513,63.419999999999995,Privato (potenziale),
PRIV_0978,Edificio 977,,Zona 1 - Comune NE,2,46.176379,12.714705,54.383,9.597,63.980000000000004,Privato (potenziale),
PRIV_0979,Via Molini 11,Via Molini,Zona 1 - Comune NE,2,46.17589,12.712029,708.169,124.971,833.14,Privato (potenziale),
PRIV_0980,Edificio 979,,Zona 1 - Comune NE,2,46.1762,12.71257,29.75,5.25,35.0,Privato (potenziale),
PRIV_0981,Edificio 980,,Zona 1 - Comune NE,2,46.176944,12.714841,26.299,4.641,30.939999999999998,Privato (potenziale),
PRIV_0982,Edificio 981,,Zona 1 - Comune NE,2,46.176377,12.716257,95.437,16.842,112.279,Privato (potenziale),
PRIV_0983,Via Battiferri 25,Via Battiferri,Zona 1 - Comune NE,2,46.179147,12.709479,99.246,17.514,116.75999999999999,Privato (potenziale),
PRIV_0984,Edificio 983,,Zona 1 - Comune NE,2,46.175731,12.709202,73.423,12.957,86.38,Privato (potenziale),
PRIV_0985,Edificio 984,,Zona 1 - Comune NE,2,46.177035,12.715388,42.483,7.497,49.98,Privato (potenziale),
PRIV_0986,Edificio 985,,Zona 1 - Comune NE,2,46.177202,12.715837,70.091,12.369,82.46,Privato (potenziale),
PRIV_0987,Edificio 986,,Zona 1 - Comune NE,2,46.177297,12.716382,67.949,11.991,79.94,Privato (potenziale),
PRIV_0988,Edificio 987,,Zona 1 - Comune NE,2,46.174426,12.717157,61.046,10.773,71.819,Privato (potenziale),
PRIV_0989,Edificio 988,,Zona 1 - Comune NE,2,46.173301,12.715703,87.703,15.477,103.18,Privato (potenziale),
PRIV_0990,Edificio 989,,Zona 1 - Comune NE,2,46.173458,12.716162,53.43,9.429,62.859,Privato (potenziale),
PRIV_0991,Edificio 990,,Zona 1 - Comune NE,2,46.173598,12.716881,91.273,16.107,107.38,Privato (potenziale),
PRIV_0992,Edificio 991,,Zona 1 - Comune NE,2,46.173954,12.717087,75.089,13.251,88.34,Privato (potenziale),
PRIV_0993,Via dei Fabbri 30,Via dei Fabbri,Zona 1 - Comune NE,2,46.173617,12.718016,43.316,7.644,50.96,Privato (potenziale),
PRIV_0994,Via dei Fabbri 30,Via dei Fabbri,Zona 1 - Comune NE,2,46.173651,12.718107,37.961,6.699,44.66,Privato (potenziale),
PRIV_0995,Edificio 994,,Zona 1 - Comune NE,2,46.173487,12.715839,14.637,2.584,17.221,Privato (potenziale),
PRIV_0996,Edificio 995,,Zona 1 - Comune NE,2,46.172938,12.716384,31.654,5.586,37.24,Privato (potenziale),
PRIV_0997,Edificio 996,,Zona 1 - Comune NE,2,46.17306,12.716677,87.227,15.393,102.62,Privato (potenziale),
PRIV_0998,Via dei Fabbri 36,Via dei Fabbri,Zona 1 - Comune NE,2,46.173939,12.716443,134.708,23.772,158.48,Privato (potenziale),
PRIV_0999,Edificio 998,,Zona 1 - Comune NE,2,46.173389,12.717431,31.892,5.628,37.519999999999996,Privato (potenziale),
PRIV_1000,Edificio 999,,Zona 1 - Comune NE,2,46.174387,12.707363,5.593,0.989,6.582,Privato (potenziale),
PRIV_1001,Edificio 1000,,Zona 1 - Comune NE,2,46.175245,12.706632,6.664,1.178,7.842,Privato (potenziale),
PRIV_1002,Edificio 1001,,Zona 1 - Comune NE,2,46.174518,12.704764,6.307,1.115,7.422000000000001,Privato (potenziale),
PRIV_1003,Edificio 1002,,Zona 1 - Comune NE,2,46.174389,12.704414,5.95,1.052,7.002000000000001,Privato (potenziale),
PRIV_1004,Edificio 1003,,Zona 1 - Comune NE,2,46.174218,12.706731,6.901,1.219,8.12,Privato (potenziale),
PRIV_1005,Edificio 1004,,Zona 1 - Comune NE,2,46.173666,12.706359,15.113,2.667,17.78,Privato (potenziale),
PRIV_1006,Edificio 1005,,Zona 1 - Comune NE,2,46.172846,12.703093,17.493,3.086,20.578999999999997,Privato (potenziale),
PRIV_1007,Edificio 1006,,Zona 1 - Comune NE,2,46.173508,12.703799,32.487,5.733,38.22,Privato (potenziale),
PRIV_1008,Edificio 1007,,Zona 1 - Comune NE,2,46.173472,12.70458,5.117,0.905,6.022,Privato (potenziale),
PRIV_1009,Edificio 1008,,Zona 1 - Comune NE,2,46.17393,12.704556,5.117,0.905,6.022,Privato (potenziale),
PRIV_1010,Edificio 1009,,Zona 1 - Comune NE,2,46.173718,12.70438,23.8,4.2,28.0,Privato (potenziale),
PRIV_1011,Edificio 1010,,Zona 1 - Comune NE,2,46.173958,12.704753,5.831,1.031,6.862,Privato (potenziale),
PRIV_1012,Edificio 1011,,Zona 1 - Comune NE,2,46.173687,12.705303,8.33,1.469,9.799,Privato (potenziale),
PRIV_1013,Edificio 1012,,Zona 1 - Comune NE,2,46.173551,12.704531,8.092,1.428,9.52,Privato (potenziale),
PRIV_1014,Edificio 1013,,Zona 1 - Comune NE,2,46.172394,12.706401,24.395,4.305,28.7,Privato (potenziale),
PRIV_1015,Edificio 1014,,Zona 1 - Comune NE,2,46.172177,12.71034,5.95,1.052,7.002000000000001,Privato (potenziale),
PRIV_1016,Edificio 1015,,Zona 1 - Comune NE,2,46.173874,12.710015,16.66,2.939,19.599,Privato (potenziale),
PRIV_1017,Edificio 1016,,Zona 1 - Comune NE,2,46.172968,12.715871,5.236,0.925,6.161,Privato (potenziale),
PRIV_1018,Edificio 1017,,Zona 1 - Comune NE,2,46.173004,12.715837,5.95,1.052,7.002000000000001,Privato (potenziale),
PRIV_1019,Edificio 1018,,Zona 1 - Comune NE,2,46.173228,12.716148,5.117,0.905,6.022,Privato (potenziale),
PRIV_1020,Edificio 1019,,Zona 1 - Comune NE,2,46.174046,12.716906,6.664,1.178,7.842,Privato (potenziale),
PRIV_1021,Edificio 1020,,Zona 1 - Comune NE,2,46.173933,12.716015,17.731,3.128,20.859,Privato (potenziale),
PRIV_1022,Edificio 1021,,Zona 1 - Comune NE,2,46.174036,12.716647,17.731,3.128,20.859,Privato (potenziale),
PRIV_1023,Edificio 1022,,Zona 1 - Comune NE,2,46.173385,12.717873,9.401,1.658,11.059,Privato (potenziale),
PRIV_1024,Edificio 1023,,Zona 1 - Comune NE,2,46.17364,12.717809,12.495,2.206,14.700999999999999,Privato (potenziale),
PRIV_1025,Edificio 1024,,Zona 1 - Comune NE,2,46.174066,12.717376,8.449,1.49,9.939,Privato (potenziale),
PRIV_1026,Edificio 1025,,Zona 1 - Comune NE,2,46.173035,12.716286,6.307,1.115,7.422000000000001,Privato (potenziale),
PRIV_1027,Edificio 1026,,Zona 1 - Comune NE,2,46.173036,12.71649,12.614,2.227,14.841000000000001,Privato (potenziale),
PRIV_1028,Edificio 1027,,Zona 1 - Comune NE,2,46.171435,12.708456,21.301,3.76,25.061,Privato (potenziale),
PRIV_1029,Edificio 1028,,Zona 1 - Comune NE,2,46.171625,12.70826,40.579,7.161,47.74,Privato (potenziale),
PRIV_1030,Edificio 1029,,Zona 1 - Comune NE,2,46.171625,12.708492,26.06,4.598,30.657999999999998,Privato (potenziale),
PRIV_1031,Edificio 1030,,Zona 1 - Comune NE,2,46.172659,12.707529,11.305,1.994,13.299,Privato (potenziale),
PRIV_1032,Edificio 1031,,Zona 1 - Comune NE,2,46.173161,12.707659,5.117,0.905,6.022,Privato (potenziale),
PRIV_1033,Edificio 1032,,Zona 1 - Comune NE,2,46.173787,12.708536,6.426,1.136,7.562,Privato (potenziale),
PRIV_1034,Edificio 1033,,Zona 1 - Comune NE,2,46.172389,12.709106,6.426,1.136,7.562,Privato (potenziale),
PRIV_1035,Edificio 1034,,Zona 1 - Comune NE,2,46.171608,12.709596,18.326,3.233,21.559,Privato (potenziale),
PRIV_1036,Edificio 1035,,Zona 1 - Comune NE,2,46.172253,12.715547,13.447,2.375,15.822,Privato (potenziale),
PRIV_1037,Edificio 1036,,Zona 1 - Comune NE,2,46.172746,12.7146,5.117,0.905,6.022,Privato (potenziale),
PRIV_1038,Edificio 1037,,Zona 1 - Comune NE,2,46.172875,12.71039,6.783,1.199,7.982,Privato (potenziale),
PRIV_1039,Edificio 1038,,Zona 1 - Comune NE,2,46.172741,12.71149,4.998,0.884,5.882000000000001,Privato (potenziale),
PRIV_1040,Edificio 1039,,Zona 1 - Comune NE,2,46.173037,12.710988,5.474,0.968,6.442,Privato (potenziale),
PRIV_1041,Edificio 1040,,Zona 1 - Comune NE,2,46.172911,12.709738,11.424,2.015,13.439,Privato (potenziale),
PRIV_1042,Edificio 1041,,Zona 1 - Comune NE,2,46.174028,12.711437,5.474,0.968,6.442,Privato (potenziale),
PRIV_1043,Edificio 1042,,Zona 1 - Comune NE,2,46.179551,12.708552,5.95,1.052,7.002000000000001,Privato (potenziale),
PRIV_1044,Edificio 1043,,Zona 1 - Comune NE,2,46.174758,12.708234,6.069,1.073,7.1419999999999995,Privato (potenziale),
PRIV_1045,Edificio 1044,,Zona 1 - Comune NE,2,46.174503,12.70859,15.232,2.688,17.919999999999998,Privato (potenziale),
PRIV_1046,Edificio 1045,,Zona 1 - Comune NE,2,46.174826,12.712861,7.378,1.302,8.68,Privato (potenziale),
PRIV_1047,Edificio 1046,,Zona 1 - Comune NE,2,46.174464,12.712252,5.831,1.031,6.862,Privato (potenziale),
PRIV_1048,Edificio 1047,,Zona 1 - Comune NE,2,46.17491,12.71118,5.95,1.052,7.002000000000001,Privato (potenziale),
PRIV_1049,Edificio 1048,,Zona 1 - Comune NE,2,46.175356,12.710852,11.305,1.994,13.299,Privato (potenziale),
PRIV_1050,Edificio 1049,,Zona 1 - Comune NE,2,46.175731,12.717868,16.422,2.897,19.319,Privato (potenziale),
PRIV_1051,Edificio 1050,,Zona 1 - Comune NE,2,46.175869,12.717767,8.33,1.469,9.799,Privato (potenziale),
PRIV_1052,Edificio 1051,,Zona 1 - Comune NE,2,46.174666,12.710415,5.117,0.905,6.022,Privato (potenziale),
PRIV_1053,Edificio 1052,,Zona 1 - Comune NE,2,46.174837,12.709737,6.069,1.073,7.1419999999999995,Privato (potenziale),
PRIV_1054,Edificio 1053,,Zona 1 - Comune NE,2,46.18024,12.70881,6.307,1.115,7.422000000000001,Privato (potenziale),
PRIV_1055,Edificio 1054,,Zona 1 - Comune NE,2,46.179198,12.70965,27.251,4.809,32.06,Privato (potenziale),
PRIV_1056,Edificio 1055,,Zona 1 - Comune NE,2,46.178235,12.709066,15.113,2.667,17.78,Privato (potenziale),
PRIV_1057,Edificio 1056,,Zona 1 - Comune NE,2,46.177989,12.708822,6.307,1.115,7.422000000000001,Privato (potenziale),
PRIV_1058,Edificio 1057,,Zona 1 - Comune NE,2,46.174394,12.716755,6.901,1.219,8.12,Privato (potenziale),
PRIV_1059,Edificio 1058,,Zona 1 - Comune NE,2,46.174536,12.714843,5.117,0.905,6.022,Privato (potenziale),
PRIV_1060,Edificio 1059,,Zona 1 - Comune NE,2,46.174599,12.714565,8.092,1.428,9.52,Privato (potenziale),
PRIV_1061,Edificio 1060,,Zona 1 - Comune NE,2,46.175462,12.714378,5.117,0.905,6.022,Privato (potenziale),
PRIV_1062,Edificio 1061,,Zona 1 - Comune NE,2,46.175317,12.715824,5.117,0.905,6.022,Privato (potenziale),
PRIV_1063,Edificio 1062,,Zona 1 - Comune NE,2,46.176033,12.716394,55.454,9.786,65.24,Privato (potenziale),
PRIV_1064,Edificio 1063,,Zona 1 - Comune NE,2,46.176377,12.708717,7.973,1.406,9.379,Privato (potenziale),
PRIV_1065,Edificio 1064,,Zona 1 - Comune NE,2,46.176049,12.709767,10.472,1.847,12.318999999999999,Privato (potenziale),
PRIV_1066,Edificio 1065,,Zona 1 - Comune NE,2,46.175861,12.709077,10.948,1.93,12.878,Privato (potenziale),
PRIV_1067,Edificio 1066,,Zona 1 - Comune NE,2,46.175495,12.709364,14.28,2.521,16.801,Privato (potenziale),
PRIV_1068,Edificio 1067,,Zona 1 - Comune NE,2,46.175356,12.709392,7.735,1.365,9.1,Privato (potenziale),
PRIV_1069,Edificio 1068,,Zona 1 - Comune NE,2,46.175312,12.709531,5.117,0.905,6.022,Privato (potenziale),
PRIV_1070,Edificio 1069,,Zona 1 - Comune NE,2,46.178384,12.709867,5.236,0.925,6.161,Privato (potenziale),
PRIV_1071,Edificio 1070,,Zona 1 - Comune NE,2,46.177052,12.710517,10.115,1.784,11.899000000000001,Privato (potenziale),
PRIV_1072,Edificio 1071,,Zona 1 - Comune NE,2,46.17701,12.711089,5.117,0.905,6.022,Privato (potenziale),
PRIV_1073,Edificio 1072,,Zona 1 - Comune NE,2,46.175829,12.711107,13.09,2.311,15.401,Privato (potenziale),
PRIV_1074,Edificio 1073,,Zona 1 - Comune NE,2,46.172254,12.70919,8.568,1.511,10.078999999999999,Privato (potenziale),
PRIV_1075,Edificio 1074,,Zona 1 - Comune NE,2,46.175459,12.71685,48.909,8.631,57.54,Privato (potenziale),
PRIV_1076,Edificio 1075,,Zona 1 - Comune NE,2,46.173477,12.709802,22.61,3.99,26.6,Privato (potenziale),
PRIV_1077,Edificio 1076,,Zona 1 - Comune NE,2,46.173461,12.709926,21.42,3.781,25.201,Privato (potenziale),
PRIV_1078,Edificio 1077,,Zona 1 - Comune NE,2,46.17337,12.709941,44.982,7.938,52.92,Privato (potenziale),
PRIV_1079,Edificio 1078,,Zona 1 - Comune NE,2,46.173605,12.71033,97.938,17.283,115.221,Privato (potenziale),
PRIV_1080,Edificio 1079,,Zona 1 - Comune NE,2,46.175752,12.710831,7.259,1.281,8.540000000000001,Privato (potenziale),
PRIV_1081,Via Unità d'Italia 7,Via Unità d'Italia,Zona 1 - Comune NE,2,46.172562,12.713502,3821.27,1312.65,5133.92,Privato (potenziale),
PRIV_1082,Edificio 1081,,Zona 1 - Comune NE,2,46.175841,12.713114,57.239,10.101,67.34,Privato (potenziale),
PRIV_1083,Edificio 1082,,Zona 1 - Comune NE,2,46.171597,12.709169,160.174,28.266,188.44,Privato (potenziale),
PRIV_1084,Edificio 1083,,Zona 1 - Comune NE,2,46.171437,12.708883,61.642,10.878,72.52000000000001,Privato (potenziale),
PRIV_1085,Edificio 1084,,Zona 1 - Comune NE,2,46.171922,12.709431,34.748,6.132,40.879999999999995,Privato (potenziale),
PRIV_1086,Edificio 1085,,Zona 1 - Comune NE,2,46.174874,12.70514,137.683,24.297,161.98,Privato (potenziale),
PRIV_1087,Edificio 1086,,Zona 1 - Comune NE,2,46.176215,12.707907,49.98,8.82,58.8,Privato (potenziale),
PRIV_1088,Edificio 1087,,Zona 1 - Comune NE,2,46.176737,12.708439,36.295,6.405,42.7,Privato (potenziale),
PRIV_1089,Via Roma 10,Via Roma,Zona 1 - Comune NE,2,46.171634,12.708273,763.504,134.736,898.24,Privato (potenziale),
PRIV_1090,Edificio 1089,Via Trieste,Zona 1 - Comune NE,2,46.172806,12.708307,198.73,35.07,233.79999999999998,Privato (potenziale),
PRIV_1091,Edificio 1090,Via Roma,Zona 1 - Comune NE,2,46.172402,12.708708,183.379,32.361,215.73999999999998,Privato (potenziale),
PRIV_1092,Via della Stazione 5,Via della Stazione,Zona 1 - Comune NE,3,46.170837,12.71266,54.026,9.534,63.56,Privato (potenziale),
PRIV_1093,Via della Stazione 13,Via della Stazione,Zona 1 - Comune NE,3,46.170777,12.712974,54.383,9.597,63.980000000000004,Privato (potenziale),
PRIV_1094,Edificio 1093,,Zona 1 - Comune NE,3,46.170908,12.712952,55.097,9.723,64.82000000000001,Privato (potenziale),
PRIV_1095,Via Giuseppe Ellero 3,Via Giuseppe Ellero,Zona 1 - Comune NE,3,46.170881,12.713337,54.74,9.66,64.4,Privato (potenziale),
PRIV_1096,Via Giuseppe Ellero 5,Via Giuseppe Ellero,Zona 1 - Comune NE,3,46.171084,12.713197,38.08,6.72,44.8,Privato (potenziale),
PRIV_1097,Via Giuseppe Ellero 7,Via Giuseppe Ellero,Zona 1 - Comune NE,3,46.17121,12.713556,36.295,6.405,42.7,Privato (potenziale),
PRIV_1098,Via Giuseppe Ellero 9,Via Giuseppe Ellero,Zona 1 - Comune NE,3,46.171018,12.713683,40.579,7.161,47.74,Privato (potenziale),
PRIV_1099,Via Giuseppe Ellero 11,Via Giuseppe Ellero,Zona 1 - Comune NE,3,46.171138,12.713993,36.295,6.405,42.7,Privato (potenziale),
PRIV_1100,Via Giuseppe Ellero 15,Via Giuseppe Ellero,Zona 1 - Comune NE,3,46.171346,12.713792,36.057,6.363,42.42,Privato (potenziale),
PRIV_1101,Via Giuseppe Ellero 19,Via Giuseppe Ellero,Zona 1 - Comune NE,3,46.171251,12.714261,37.604,6.636,44.24,Privato (potenziale),
PRIV_1102,Via Giuseppe Ellero 17,Via Giuseppe Ellero,Zona 1 - Comune NE,3,46.171414,12.714102,16.898,2.981,19.878999999999998,Privato (potenziale),
PRIV_1103,Via Unità d'Italia 12,Via Unità d'Italia,Zona 1 - Comune NE,3,46.171797,12.715039,22.491,3.969,26.46,Privato (potenziale),
PRIV_1104,Via Unità d'Italia 18,Via Unità d'Italia,Zona 1 - Comune NE,3,46.171864,12.715724,170.408,30.072,200.48,Privato (potenziale),
PRIV_1105,Via Unità d'Italia 22,Via Unità d'Italia,Zona 1 - Comune NE,3,46.172062,12.716096,17.969,3.17,21.139000000000003,Privato (potenziale),
PRIV_1106,Via Giuseppe Ellero 31,Via Giuseppe Ellero,Zona 1 - Comune NE,3,46.171608,12.715205,32.606,5.753,38.359,Privato (potenziale),
PRIV_1107,Via Giuseppe Ellero 29,Via Giuseppe Ellero,Zona 1 - Comune NE,3,46.171557,12.715004,22.61,3.99,26.6,Privato (potenziale),
PRIV_1108,Via Giuseppe Ellero 27,Via Giuseppe Ellero,Zona 1 - Comune NE,3,46.171463,12.714751,26.418,4.662,31.08,Privato (potenziale),
PRIV_1109,Via della Stazione 19,Via della Stazione,Zona 1 - Comune NE,3,46.170651,12.713584,38.912,6.867,45.778999999999996,Privato (potenziale),
PRIV_1110,Via Giuseppe Ellero 4,Via Giuseppe Ellero,Zona 1 - Comune NE,3,46.170759,12.713859,53.907,9.513,63.419999999999995,Privato (potenziale),
PRIV_1111,Via Giuseppe Ellero 6,Via Giuseppe Ellero,Zona 1 - Comune NE,3,46.170862,12.714152,29.274,5.166,34.44,Privato (potenziale),
PRIV_1112,Via Giuseppe Ellero 12,Via Giuseppe Ellero,Zona 1 - Comune NE,3,46.170955,12.714382,20.23,3.57,23.8,Privato (potenziale),
PRIV_1113,Via Giuseppe Ellero 16,Via Giuseppe Ellero,Zona 1 - Comune NE,3,46.171043,12.714572,32.487,5.733,38.22,Privato (potenziale),
PRIV_1114,Via Giuseppe Ellero 18,Via Giuseppe Ellero,Zona 1 - Comune NE,3,46.170863,12.714742,19.992,3.528,23.52,Privato (potenziale),
PRIV_1115,Edificio 1114,,Zona 1 - Comune NE,3,46.170836,12.714869,7.616,1.343,8.959,Privato (potenziale),
PRIV_1116,Via Giuseppe Ellero 10,Via Giuseppe Ellero,Zona 1 - Comune NE,3,46.170768,12.714569,34.153,6.027,40.18,Privato (potenziale),
PRIV_1117,Via Giuseppe Ellero 20,Via Giuseppe Ellero,Zona 1 - Comune NE,3,46.171075,12.714977,64.736,11.424,76.16,Privato (potenziale),
PRIV_1118,Via Giuseppe Ellero 32,Via Giuseppe Ellero,Zona 1 - Comune NE,3,46.17115,12.715247,24.752,4.368,29.119999999999997,Privato (potenziale),
PRIV_1119,Via Giuseppe Ellero 26,Via Giuseppe Ellero,Zona 1 - Comune NE,3,46.171278,12.71511,27.608,4.872,32.480000000000004,Privato (potenziale),
PRIV_1120,Via Giuseppe Ellero 36,Via Giuseppe Ellero,Zona 1 - Comune NE,3,46.171322,12.715333,24.633,4.346,28.979,Privato (potenziale),
PRIV_1121,Edificio 1120,,Zona 1 - Comune NE,3,46.171227,12.715425,31.059,5.481,36.54,Privato (potenziale),
PRIV_1122,Via Unità d'Italia 2,Via Unità d'Italia,Zona 1 - Comune NE,3,46.171529,12.714323,41.769,7.371,49.14,Privato (potenziale),
PRIV_1123,Via Unità d'Italia 10,Via Unità d'Italia,Zona 1 - Comune NE,3,46.171666,12.714692,62.475,11.025,73.5,Privato (potenziale),
PRIV_1124,Edificio 1123,,Zona 1 - Comune NE,3,46.169413,12.713194,34.986,6.174,41.16,Privato (potenziale),
PRIV_1125,Via della Vittoria 26,Via della Vittoria,Zona 1 - Comune NE,3,46.168467,12.710606,33.082,5.838,38.92,Privato (potenziale),
PRIV_1126,Via della Vittoria 32,Via della Vittoria,Zona 1 - Comune NE,3,46.168484,12.711065,28.441,5.019,33.46,Privato (potenziale),
PRIV_1127,Via della Vittoria 19,Via della Vittoria,Zona 1 - Comune NE,3,46.168742,12.710316,27.37,4.83,32.2,Privato (potenziale),
PRIV_1128,Via della Vittoria 21,Via della Vittoria,Zona 1 - Comune NE,3,46.168794,12.710563,26.418,4.662,31.08,Privato (potenziale),
PRIV_1129,Edificio 1128,,Zona 1 - Comune NE,3,46.168883,12.710362,11.9,2.1,14.0,Privato (potenziale),
PRIV_1130,Edificio 1129,,Zona 1 - Comune NE,3,46.168885,12.711107,40.817,7.203,48.02,Privato (potenziale),
PRIV_1131,Edificio 1130,,Zona 1 - Comune NE,3,46.168801,12.711016,10.115,1.784,11.899000000000001,Privato (potenziale),
PRIV_1132,Via Vittorio Emanuele 14,Via Vittorio Emanuele,Zona 1 - Comune NE,3,46.169092,12.71105,18.564,3.275,21.839,Privato (potenziale),
PRIV_1133,Via Vittorio Emanuele 12,Via Vittorio Emanuele,Zona 1 - Comune NE,3,46.169243,12.710839,27.608,4.872,32.480000000000004,Privato (potenziale),
PRIV_1134,Edificio 1133,,Zona 1 - Comune NE,3,46.169361,12.71066,9.639,1.7,11.338999999999999,Privato (potenziale),
PRIV_1135,Via Vittorio Emanuele 10,Via Vittorio Emanuele,Zona 1 - Comune NE,3,46.169428,12.710829,27.727,4.893,32.62,Privato (potenziale),
PRIV_1136,Via Vittorio Emanuele 8,Via Vittorio Emanuele,Zona 1 - Comune NE,3,46.169654,12.710762,25.823,4.557,30.380000000000003,Privato (potenziale),
PRIV_1137,Via Beato Odorico 1,Via Beato Odorico,Zona 1 - Comune NE,3,46.169864,12.710673,25.585,4.515,30.1,Privato (potenziale),
PRIV_1138,Edificio 1137,,Zona 1 - Comune NE,3,46.169768,12.710628,6.307,1.115,7.422000000000001,Privato (potenziale),
PRIV_1139,Edificio 1138,,Zona 1 - Comune NE,3,46.169735,12.71056,5.236,0.925,6.161,Privato (potenziale),
PRIV_1140,Via Beato Odorico 5,Via Beato Odorico,Zona 1 - Comune NE,3,46.169837,12.710355,29.036,5.123,34.159,Privato (potenziale),
PRIV_1141,Via Regina Elena 3,Via Regina Elena,Zona 1 - Comune NE,3,46.169764,12.710057,22.61,3.99,26.6,Privato (potenziale),
PRIV_1142,Edificio 1141,,Zona 1 - Comune NE,3,46.169834,12.710062,5.95,1.052,7.002000000000001,Privato (potenziale),
PRIV_1143,Edificio 1142,,Zona 1 - Comune NE,3,46.169673,12.710114,5.95,1.052,7.002000000000001,Privato (potenziale),
PRIV_1144,Via Regina Elena 5,Via Regina Elena,Zona 1 - Comune NE,3,46.169567,12.710109,28.917,5.103,34.02,Privato (potenziale),
PRIV_1145,Via Regina Elena 7,Via Regina Elena,Zona 1 - Comune NE,3,46.169446,12.710187,25.585,4.515,30.1,Privato (potenziale),
PRIV_1146,Edificio 1145,,Zona 1 - Comune NE,3,46.16956,12.710399,14.756,2.605,17.361,Privato (potenziale),
PRIV_1147,Via Regina Elena 9,Via Regina Elena,Zona 1 - Comune NE,3,46.169221,12.710302,65.926,11.634,77.56,Privato (potenziale),
PRIV_1148,Piazzale della Stazione 2,Piazzale della Stazione,Zona 1 - Comune NE,3,46.170179,12.714258,32.968,2.663,35.631,Privato (potenziale),
PRIV_1149,Via Vittorio Emanuele 15,Via Vittorio Emanuele,Zona 1 - Comune NE,3,46.168391,12.71175,43.078,7.602,50.68000000000001,Privato (potenziale),
PRIV_1150,Via della Vittoria 34,Via della Vittoria,Zona 1 - Comune NE,3,46.168653,12.711966,46.053,8.127,54.18,Privato (potenziale),
PRIV_1151,Via Vittorio Emanuele 11,Via Vittorio Emanuele,Zona 1 - Comune NE,3,46.168648,12.711673,43.911,7.748,51.659,Privato (potenziale),
PRIV_1152,Edificio 1151,,Zona 1 - Comune NE,3,46.168578,12.711839,9.163,1.616,10.779,Privato (potenziale),
PRIV_1153,Via della Vittoria 36,Via della Vittoria,Zona 1 - Comune NE,3,46.1688,12.712212,40.579,7.161,47.74,Privato (potenziale),
PRIV_1154,Edificio 1153,,Zona 1 - Comune NE,3,46.170343,12.711241,166.838,29.442,196.28,Privato (potenziale),
