mese,giorno,Pioggia mm,Tmin,Tmed,Tmax,Umidita' min %,Umidita' med %,Umidita' max %,Vento med km/h,Vento max km/h,Dir. V. max °N,Radiaz. KJ/m2,Press. med hPa,anno,date
9,17,11.0,7.4,12.4,16.5,71.0,92,100.0,8.0,32.0,235.0,8747,990.5,2022,2022-09-17
9,18,0.2,7.1,13.7,21.5,47.0,81,100.0,7.0,25.0,170.0,19773,995.5,2022,2022-09-18
9,19,0.0,8.7,16.3,23.6,33.0,68,94.0,8.0,24.0,175.0,19862,994.5,2022,2022-09-19
9,20,1.2,5.2,14.3,22.0,31.0,68,98.0,7.0,24.0,184.0,19228,999.7,2022,2022-09-20
9,21,0.0,6.6,13.1,20.4,36.0,70,99.0,7.0,20.0,174.0,19015,1004.0,2022,2022-09-21
9,22,0.0,6.2,12.8,20.0,41.0,74,98.0,6.0,30.0,246.0,18475,1003.7,2022,2022-09-22
9,23,0.0,6.5,13.9,20.5,45.0,76,99.0,5.0,18.0,266.0,15949,1001.8,2022,2022-09-23
9,24,1.4,12.1,14.4,16.9,68.0,87,99.0,5.0,16.0,22.0,3907,998.8,2022,2022-09-24
9,25,7.3,12.8,15.8,20.2,70.0,91,100.0,7.0,25.0,12.0,12218,993.1,2022,2022-09-25
9,26,5.9,11.0,14.6,19.7,66.0,92,100.0,6.0,26.0,326.0,9558,988.4,2022,2022-09-26
9,27,4.9,8.5,13.6,19.5,62.0,90,100.0,5.0,21.0,15.0,9933,982.8,2022,2022-09-27
9,28,3.3,7.2,13.3,19.1,62.0,88,100.0,6.0,16.0,358.0,8198,983.2,2022,2022-09-28
9,29,35.6,11.0,14.8,19.8,71.0,92,100.0,6.0,31.0,293.0,8626,982.2,2022,2022-09-29
9,30,12.7,11.0,14.2,17.4,80.0,95,100.0,6.0,19.0,2.0,4801,992.0,2022,2022-09-30
10,1,0.6,11.8,15.3,20.2,65.0,90,100.0,6.0,19.0,193.0,12352,996.4,2022,2022-10-01
10,2,0.1,10.5,16.1,22.5,62.0,87,100.0,6.0,17.0,83.0,12711,1000.3,2022,2022-10-02
10,3,0.1,10.2,15.7,23.6,52.0,85,100.0,6.0,19.0,175.0,14969,1000.9,2022,2022-10-03
10,4,0.2,8.2,14.3,20.5,58.0,87,100.0,5.0,15.0,312.0,10360,1005.0,2022,2022-10-04
10,5,0.1,9.9,14.8,21.1,67.0,90,100.0,4.0,18.0,180.0,9588,1008.7,2022,2022-10-05
10,6,0.1,9.7,16.4,24.3,53.0,83,100.0,5.0,15.0,313.0,14482,1009.3,2022,2022-10-06
10,7,0.0,10.4,17.0,25.9,40.0,75,97.0,7.0,19.0,121.0,15640,1005.0,2022,2022-10-07
10,8,0.0,8.3,15.9,23.6,52.0,84,100.0,5.0,15.0,165.0,14582,1001.2,2022,2022-10-08
10,9,0.1,10.9,17.1,23.1,50.0,75,100.0,5.0,21.0,122.0,11416,1003.3,2022,2022-10-09
10,10,0.0,10.0,15.0,22.8,45.0,80,99.0,6.0,22.0,127.0,12320,1002.6,2022,2022-10-10
10,11,0.0,8.5,15.8,24.0,43.0,78,100.0,6.0,14.0,321.0,12651,1003.0,2022,2022-10-11
10,12,0.0,10.3,15.6,22.5,45.0,79,99.0,6.0,17.0,122.0,12355,1004.0,2022,2022-10-12
10,13,0.0,8.1,14.8,22.8,43.0,78,100.0,6.0,15.0,17.0,13912,1001.9,2022,2022-10-13
10,14,0.0,7.5,14.5,21.7,49.0,80,100.0,6.0,13.0,340.0,12688,998.8,2022,2022-10-14
10,15,0.0,11.5,15.2,21.4,52.0,80,99.0,5.0,15.0,163.0,11431,998.8,2022,2022-10-15
10,16,0.0,10.2,14.7,21.3,63.0,89,100.0,5.0,15.0,116.0,10408,1005.6,2022,2022-10-16
10,17,0.2,9.5,15.7,23.8,54.0,85,100.0,6.0,15.0,173.0,12851,1010.0,2022,2022-10-17
10,18,0.1,8.0,15.0,23.0,56.0,85,100.0,5.0,14.0,236.0,12763,1007.5,2022,2022-10-18
10,19,0.1,9.8,16.7,26.0,42.0,78,100.0,6.0,17.0,178.0,12956,1003.3,2022,2022-10-19
10,20,0.0,10.1,15.7,21.7,57.0,84,100.0,5.0,15.0,183.0,9992,1003.8,2022,2022-10-20
10,21,0.1,14.0,16.4,19.0,71.0,88,98.0,4.0,12.0,33.0,-,1001.9,2022,2022-10-21
10,22,10.8,12.0,15.4,18.9,88.0,98,100.0,6.0,18.0,24.0,-,1000.5,2022,2022-10-22
10,23,0.0,11.5,16.2,21.3,70.0,92,100.0,5.0,14.0,357.0,6824,1003.8,2022,2022-10-23
10,24,7.9,16.0,17.7,20.3,90.0,98,100.0,7.0,31.0,188.0,-,1001.1,2022,2022-10-24
10,25,10.2,11.5,15.8,22.0,56.0,88,100.0,5.0,23.0,29.0,10905,1001.4,2022,2022-10-25
10,26,0.1,10.8,15.5,21.7,64.0,89,100.0,5.0,15.0,224.0,10357,1004.3,2022,2022-10-26
10,27,0.1,9.3,15.4,23.9,54.0,85,100.0,6.0,15.0,319.0,11605,1008.6,2022,2022-10-27
10,28,0.0,8.4,15.1,22.9,51.0,81,99.0,5.0,15.0,332.0,11431,1008.9,2022,2022-10-28
10,29,0.1,9.5,15.1,23.0,52.0,84,99.0,5.0,12.0,348.0,11070,1006.8,2022,2022-10-29
10,30,0.0,9.8,15.3,23.5,55.0,84,99.0,5.0,13.0,336.0,10724,1004.0,2022,2022-10-30
10,31,0.1,9.5,15.1,23.1,54.0,83,98.0,5.0,11.0,326.0,10463,1003.6,2022,2022-10-31
11,1,0.1,8.0,14.1,19.5,67.0,90,100.0,4.0,12.0,18.0,8774,1004.4,2022,2022-11-01
11,2,1.6,11.3,14.9,19.3,71.0,94,100.0,4.0,13.0,195.0,7271,1005.1,2022,2022-11-02
11,3,4.4,11.4,14.6,19.2,72.0,94,100.0,4.0,16.0,169.0,6425,1000.3,2022,2022-11-03
11,4,25.5,9.1,13.6,17.2,60.0,85,100.0,11.0,50.0,161.0,6112,986.3,2022,2022-11-04
11,5,0.0,3.4,11.9,19.3,29.0,60,97.0,9.0,26.0,25.0,9850,993.7,2022,2022-11-05
11,6,0.0,3.5,9.3,16.5,38.0,71,94.0,7.0,17.0,335.0,10816,1000.0,2022,2022-11-06
11,7,0.0,2.4,9.5,17.7,42.0,78,100.0,5.0,12.0,318.0,10571,1002.7,2022,2022-11-07
11,8,0.0,3.0,8.7,16.0,54.0,84,100.0,5.0,13.0,351.0,9931,1003.6,2022,2022-11-08
11,9,0.6,5.1,10.8,15.7,62.0,86,99.0,6.0,14.0,338.0,4973,1002.5,2022,2022-11-09
11,10,14.2,6.4,11.3,17.0,67.0,94,100.0,5.0,20.0,98.0,4697,1008.2,2022,2022-11-10
11,11,0.2,4.6,9.6,15.9,65.0,90,100.0,5.0,15.0,17.0,7442,1015.4,2022,2022-11-11
11,12,0.1,3.9,9.7,17.2,54.0,86,100.0,5.0,14.0,323.0,5160,1011.9,2022,2022-11-12
11,13,3.0,3.4,10.3,17.1,48.0,79,100.0,6.0,21.0,133.0,8776,1008.2,2022,2022-11-13
11,14,3.4,5.5,10.0,14.0,77.0,93,100.0,7.0,20.0,350.0,3711,1004.7,2022,2022-11-14
11,15,0.2,5.0,9.7,14.6,70.0,92,100.0,5.0,15.0,189.0,7712,998.5,2022,2022-11-15
11,16,2.1,6.8,10.4,14.6,85.0,97,100.0,4.0,12.0,338.0,4013,986.6,2022,2022-11-16
11,17,0.2,6.4,10.2,15.0,71.0,94,100.0,5.0,14.0,340.0,6053,985.1,2022,2022-11-17
11,18,0.8,5.6,9.7,15.7,58.0,91,100.0,6.0,19.0,127.0,4566,983.0,2022,2022-11-18
11,19,0.0,3.6,8.3,14.8,53.0,84,100.0,6.0,18.0,87.0,5754,989.7,2022,2022-11-19
11,20,0.0,3.7,7.2,12.7,57.0,84,97.0,6.0,20.0,193.0,7963,993.4,2022,2022-11-20
11,21,0.5,0.4,6.5,11.6,60.0,84,100.0,6.0,23.0,14.0,8498,990.9,2022,2022-11-21
11,22,53.5,6.3,7.9,10.7,56.0,86,98.0,19.0,50.0,14.0,-,979.3,2022,2022-11-22
11,23,0.0,3.5,7.1,11.9,60.0,86,100.0,6.0,17.0,293.0,5355,986.3,2022,2022-11-23
11,24,0.0,1.7,6.0,13.4,60.0,86,100.0,7.0,17.0,335.0,7816,996.7,2022,2022-11-24
11,25,0.0,2.8,7.0,13.4,70.0,86,100.0,7.0,17.0,335.0,5456,1002.7,2022,2022-11-25
11,26,0.0,1.7,6.8,15.4,41.0,76,94.0,7.0,15.0,338.0,7047,1008.7,2022,2022-11-26
11,27,0.0,-0.3,4.5,12.3,45.0,79,97.0,7.0,18.0,351.0,8224,1010.0,2022,2022-11-27
11,28,0.3,-0.9,4.4,8.1,61.0,86,99.0,6.0,16.0,350.0,2675,1002.9,2022,2022-11-28
11,29,1.2,-0.3,4.1,8.4,69.0,91,100.0,5.0,21.0,124.0,4005,1000.7,2022,2022-11-29
11,30,0.0,0.2,4.3,9.6,60.0,83,95.0,6.0,14.0,308.0,4329,1001.4,2022,2022-11-30
12,1,3.1,3.7,7.3,13.1,51.0,78,100.0,5.0,18.0,137.0,6461,1000.9,2022,2022-12-01
12,2,4.7,3.7,5.9,8.1,80.0,96,100.0,4.0,14.0,343.0,2486,1002.6,2022,2022-12-02
12,3,5.0,3.1,7.1,9.6,88.0,97,100.0,6.0,18.0,350.0,1848,1001.4,2022,2022-12-03
12,4,26.8,6.6,8.3,9.3,95.0,99,100.0,6.0,23.0,28.0,-,998.8,2022,2022-12-04
12,5,9.4,3.8,8.5,12.1,86.0,98,100.0,5.0,19.0,346.0,2897,1000.0,2022,2022-12-05
12,6,0.0,0.5,5.7,12.1,59.0,90,100.0,5.0,15.0,155.0,7549,998.2,2022,2022-12-06
12,7,0.0,-1.4,3.8,11.2,53.0,84,100.0,6.0,18.0,0.0,7547,996.1,2022,2022-12-07
12,8,0.0,-1.1,3.5,10.3,53.0,83,97.0,7.0,16.0,5.0,6520,994.0,2022,2022-12-08
12,9,23.5,4.0,6.0,7.7,85.0,98,100.0,6.0,21.0,354.0,744,986.5,2022,2022-12-09
12,10,1.1,5.1,7.7,10.6,95.0,99,100.0,4.0,14.0,116.0,1759,981.2,2022,2022-12-10
12,11,4.0,-0.6,3.6,6.4,74.0,91,100.0,9.0,34.0,10.0,1266,985.6,2022,2022-12-11
12,12,0.0,-5.1,-0.7,4.6,56.0,86,100.0,5.0,12.0,47.0,7458,993.9,2022,2022-12-12
12,13,0.0,-3.5,0.5,3.5,57.0,81,94.0,5.0,14.0,336.0,2663,994.8,2022,2022-12-13
12,14,0.0,-2.5,1.4,5.9,51.0,81,98.0,4.0,12.0,326.0,3321,989.9,2022,2022-12-14
12,15,28.6,-3.5,2.7,7.1,72.0,91,100.0,8.0,27.0,7.0,2246,990.7,2022,2022-12-15
12,16,11.7,6.5,7.2,8.3,99.0,100,100.0,4.0,16.0,25.0,1081,987.7,2022,2022-12-16
12,17,3.7,-1.2,5.3,9.4,79.0,95,100.0,4.0,19.0,88.0,3372,1001.3,2022,2022-12-17
12,18,0.0,-3.1,1.3,7.9,60.0,88,100.0,4.0,13.0,22.0,7132,1015.6,2022,2022-12-18
12,19,0.0,-1.9,1.0,5.6,64.0,90,100.0,5.0,12.0,318.0,4323,1017.2,2022,2022-12-19
12,20,0.0,-2.7,0.9,7.2,72.0,93,100.0,5.0,12.0,332.0,5191,1011.9,2022,2022-12-20
12,21,0.0,0.1,4.3,7.2,82.0,93,100.0,5.0,14.0,15.0,3483,1004.5,2022,2022-12-21
12,22,0.0,4.2,5.7,6.9,90.0,97,100.0,4.0,12.0,237.0,1638,1000.5,2022,2022-12-22
12,23,0.0,5.5,6.7,8.8,84.0,95,100.0,4.0,11.0,269.0,1892,998.6,2022,2022-12-23
12,24,0.0,5.7,7.6,11.3,72.0,92,100.0,4.0,13.0,323.0,3120,1000.9,2022,2022-12-24
12,25,0.0,4.5,8.0,10.7,74.0,92,100.0,4.0,12.0,29.0,2580,1006.6,2022,2022-12-25
12,26,0.0,6.4,7.9,9.2,96.0,99,100.0,3.0,9.0,8.0,1397,1008.0,2022,2022-12-26
12,27,0.0,5.3,8.5,13.7,68.0,91,100.0,5.0,14.0,67.0,6308,1008.1,2022,2022-12-27
12,28,0.0,2.4,6.8,12.9,57.0,86,100.0,5.0,12.0,329.0,5656,1008.2,2022,2022-12-28
12,29,0.4,2.1,6.8,10.9,68.0,89,100.0,4.0,11.0,27.0,3276,1005.2,2022,2022-12-29
12,30,0.7,5.4,7.6,9.9,88.0,97,100.0,4.0,12.0,339.0,1591,1004.8,2022,2022-12-30
12,31,0.0,4.0,8.1,12.5,84.0,96,100.0,5.0,15.0,110.0,5477,1012.0,2022,2022-12-31
1,1,0.0,7.5,9.1,10.9,92.0,99.0,100.0,3,10,142,2233,1013.3,2023,2023-01-01
1,2,0.6,8.5,9.0,9.9,100.0,100.0,100.0,2,6,161,1188,1012.2,2023,2023-01-02
1,3,0.1,4.9,8.5,12.5,82.0,97.0,100.0,4,12,352,4296,1011.9,2023,2023-01-03
1,4,0.1,4.0,8.1,13.7,68.0,93.0,100.0,6,15,335,5480,1011.3,2023,2023-01-04
1,5,0.0,6.8,8.2,9.5,93.0,99.0,100.0,3,10,332,1785,1005.7,2023,2023-01-05
1,6,0.0,6.1,8.5,11.3,74.0,88.0,100.0,5,14,162,4956,1007.6,2023,2023-01-06
1,7,0.0,4.4,7.7,9.4,76.0,88.0,100.0,4,13,335,1832,1006.0,2023,2023-01-07
1,8,31.8,5.5,6.7,8.9,94.0,99.0,100.0,4,16,5,-,999.0,2023,2023-01-08
1,9,53.2,5.4,8.5,10.7,74.0,92.0,100.0,9,53,357,2684,986.2,2023,2023-01-09
1,10,0.0,-1.4,4.9,12.0,58.0,84.0,100.0,6,19,336,7922,997.6,2023,2023-01-10
1,11,0.4,-2.0,4.3,11.0,38.0,73.0,93.0,6,19,314,6681,1003.6,2023,2023-01-11
1,12,0.0,1.4,5.8,11.2,57.0,84.0,100.0,6,18,341,3619,1004.7,2023,2023-01-12
1,13,0.0,0.7,4.6,9.4,66.0,89.0,100.0,5,16,315,3340,1002.3,2023,2023-01-13
1,14,0.0,0.3,5.5,13.0,55.0,83.0,100.0,8,18,336,7605,1004.9,2023,2023-01-14
1,15,9.8,1.9,5.7,8.0,75.0,93.0,100.0,5,20,350,1420,996.7,2023,2023-01-15
1,16,7.8,3.9,4.9,6.5,86.0,97.0,100.0,7,22,36,2628,982.0,2023,2023-01-16
1,17,5.6,1.2,4.5,6.2,87.0,96.0,100.0,7,24,20,2036,973.6,2023,2023-01-17
1,18,0.1,1.7,4.3,7.3,89.0,98.0,100.0,4,17,353,2538,977.5,2023,2023-01-18
1,19,6.3,1.1,3.3,5.4,66.0,88.0,100.0,13,38,19,-,987.3,2023,2023-01-19
1,20,0.0,1.0,3.6,8.0,38.0,65.0,89.0,9,32,34,5052,992.3,2023,2023-01-20
1,21,0.0,2.3,5.1,8.8,30.0,44.0,69.0,11,33,31,3981,993.4,2023,2023-01-21
1,22,0.0,-0.5,4.6,8.5,43.0,60.0,88.0,10,41,14,3157,1001.2,2023,2023-01-22
1,23,7.4,5.6,7.9,10.7,45.0,68.0,89.0,18,49,4,-,1003.7,2023,2023-01-23
1,24,0.3,1.4,5.9,10.2,62.0,86.0,100.0,5,17,23,4433,1011.7,2023,2023-01-24
1,25,0.0,-1.3,4.3,10.8,54.0,83.0,100.0,5,17,109,10194,1007.8,2023,2023-01-25
1,26,0.0,-4.1,0.8,7.3,54.0,80.0,98.0,6,20,114,8755,998.9,2023,2023-01-26
1,27,0.0,-3.6,1.0,6.1,42.0,72.0,88.0,7,17,193,8928,997.9,2023,2023-01-27
1,28,0.0,-4.2,0.2,6.3,46.0,79.0,95.0,5,13,293,5953,1003.5,2023,2023-01-28
1,29,0.0,-3.9,1.0,6.9,54.0,81.0,97.0,5,15,158,9469,1008.0,2023,2023-01-29
1,30,0.0,-4.7,-0.1,6.3,64.0,86.0,97.0,6,18,337,8351,1002.5,2023,2023-01-30
1,31,0.0,-4.9,0.8,7.9,63.0,85.0,97.0,6,18,125,9682,1005.1,2023,2023-01-31
2,1,0.0,-3.3,2.6,9.9,60.0,84.0,99.0,7,15,331,8166,1004.0,2023,2023-02-01
2,2,0.0,-2.7,2.1,8.7,73.0,92.0,100.0,6,15,336,7037,1004.9,2023,2023-02-02
2,3,0.0,-2.1,3.3,11.2,53.0,86.0,100.0,6,15,321,9668,1007.1,2023,2023-02-03
2,4,0.0,-2.4,4.4,12.5,48.0,80.0,100.0,8,24,272,9844,1006.1,2023,2023-02-04
2,5,0.0,-4.0,0.7,5.0,51.0,72.0,90.0,5,19,148,5704,1016.6,2023,2023-02-05
2,6,0.0,-5.9,-1.4,3.9,56.0,76.0,91.0,5,14,219,8027,1019.5,2023,2023-02-06
2,7,0.0,-7.4,-2.2,5.2,41.0,74.0,96.0,6,17,242,11394,1021.0,2023,2023-02-07
2,8,0.0,-8.5,-2.0,5.2,41.0,67.0,90.0,6,29,122,11247,1022.3,2023,2023-02-08
2,9,0.0,-6.9,-1.4,6.1,31.0,60.0,86.0,6,17,49,11790,1020.6,2023,2023-02-09
2,10,0.0,-7.9,-1.0,8.1,31.0,66.0,88.0,6,13,337,11889,1020.2,2023,2023-02-10
2,11,0.0,-5.5,1.8,10.0,30.0,63.0,85.0,7,15,318,10818,1017.6,2023,2023-02-11
2,12,0.0,-3.1,4.4,15.0,26.0,64.0,88.0,7,22,230,11282,1017.2,2023,2023-02-12
2,13,0.0,-1.8,4.2,12.9,47.0,74.0,95.0,7,15,193,12087,1019.8,2023,2023-02-13
2,14,0.0,-2.3,4.9,14.5,44.0,75.0,97.0,6,14,337,12437,1015.6,2023,2023-02-14
2,15,0.0,-1.6,6.3,16.8,35.0,71.0,96.0,6,17,320,12653,1011.7,2023,2023-02-15
2,16,0.0,-2.6,4.4,11.9,53.0,83.0,100.0,6,14,115,10166,1012.2,2023,2023-02-16
2,17,0.0,0.5,6.3,10.4,78.0,91.0,100.0,5,15,160,4731,1012.6,2023,2023-02-17
2,18,0.3,5.4,7.1,9.4,84.0,95.0,100.0,3,10,8,2458,1010.3,2023,2023-02-18
2,19,0.3,6.0,7.9,10.3,76.0,93.0,100.0,4,20,354,3846,1006.4,2023,2023-02-19
2,20,0.1,1.7,9.1,15.0,57.0,79.0,100.0,6,19,177,11496,1007.9,2023,2023-02-20
2,21,0.0,2.4,7.5,10.0,78.0,91.0,100.0,3,9,129,3236,1004.5,2023,2023-02-21
2,22,0.0,4.3,8.4,13.8,59.0,81.0,96.0,6,14,341,10474,1000.2,2023,2023-02-22
2,23,0.0,6.0,7.8,11.3,74.0,90.0,97.0,3,9,0,3864,998.6,2023,2023-02-23
2,24,1.4,5.6,7.4,8.9,86.0,94.0,100.0,3,9,314,2164,994.5,2023,2023-02-24
2,25,0.6,5.8,8.8,12.8,74.0,93.0,100.0,5,36,100,7258,983.3,2023,2023-02-25
2,26,3.0,3.8,5.7,7.9,34.0,54.0,99.0,-,45,34,5288,989.2,2023,2023-02-26
2,27,0.0,1.5,5.2,10.5,35.0,52.0,72.0,-,39,108,11008,1001.1,2023,2023-02-27
2,28,0.0,-2.2,4.6,11.0,42.0,63.0,92.0,8,32,116,15178,1005.2,2023,2023-02-28
3,1,4.1,-2.3,6.4,14.5,42.0,72.0,97.0,9,47,41,7859,1001.1,2023,2023-03-01
3,2,0.0,0.9,6.9,14.5,49.0,76.0,95.0,5,22,138,6324,1000.0,2023,2023-03-02
3,3,0.0,0.1,6.3,13.8,51.0,79.0,99.0,6,17,328,10468,999.5,2023,2023-03-03
3,4,0.0,-0.8,6.4,14.7,46.0,77.0,99.0,8,19,227,15695,998.5,2023,2023-03-04
3,5,0.0,0.0,7.5,13.8,43.0,74.0,96.0,7,21,141,14485,994.0,2023,2023-03-05
3,6,0.3,3.4,8.0,11.0,62.0,82.0,100.0,5,14,237,6755,989.0,2023,2023-03-06
3,7,2.9,3.5,7.3,11.9,75.0,93.0,100.0,7,31,172,6275,987.1,2023,2023-03-07
3,8,0.0,1.7,8.4,13.1,72.0,88.0,100.0,6,17,124,9707,988.1,2023,2023-03-08
3,9,0.8,7.8,10.5,15.5,69.0,91.0,100.0,5,15,20,6470,987.3,2023,2023-03-09
3,10,0.0,8.5,11.9,17.1,59.0,84.0,97.0,7,28,154,11545,980.5,2023,2023-03-10
3,11,0.0,5.2,11.5,17.3,51.0,74.0,100.0,6,22,172,15456,982.1,2023,2023-03-11
3,12,0.0,2.0,8.6,14.1,39.0,60.0,91.0,5,19,117,15713,996.6,2023,2023-03-12
3,13,0.0,1.4,8.8,15.1,43.0,73.0,97.0,5,19,145,13309,999.5,2023,2023-03-13
3,14,14.8,7.8,9.6,12.0,91.0,98.0,100.0,6,19,244,3016,987.5,2023,2023-03-14
3,15,0.0,1.4,9.4,15.1,15.0,56.0,94.0,10,35,37,15439,993.1,2023,2023-03-15
3,16,0.0,-1.7,5.5,12.5,33.0,63.0,95.0,8,27,193,18222,1004.6,2023,2023-03-16
3,17,0.0,0.0,6.4,13.9,44.0,73.0,96.0,6,19,236,17373,1004.7,2023,2023-03-17
3,18,0.0,-0.3,6.8,14.3,40.0,74.0,100.0,6,18,187,16671,1001.6,2023,2023-03-18
3,19,0.0,0.8,8.2,14.7,43.0,73.0,98.0,5,17,196,14344,1002.6,2023,2023-03-19
3,20,0.0,3.6,9.3,15.7,60.0,82.0,100.0,5,15,157,10326,1001.9,2023,2023-03-20
3,21,0.0,3.0,11.5,19.7,39.0,74.0,100.0,6,23,193,18250,998.8,2023,2023-03-21
3,22,0.0,5.8,12.6,19.9,47.0,76.0,97.0,6,31,211,17286,997.6,2023,2023-03-22
3,23,0.0,5.2,11.5,19.0,48.0,79.0,99.0,6,19,199,14920,997.7,2023,2023-03-23
3,24,-,5.1,11.5,16.0,65.0,86.0,100.0,5,17,127,-,996.5,2023,2023-03-24
3,25,3.2,6.0,11.2,17.6,57.0,87.0,100.0,6,25,127,9275,993.8,2023,2023-03-25
3,26,29.2,5.5,10.3,17.7,60.0,87.0,100.0,9,28,350,12149,989.5,2023,2023-03-26
3,27,0.2,1.2,9.6,16.9,20.0,64.0,100.0,13,54,15,16756,989.5,2023,2023-03-27
3,28,0.0,-1.4,6.8,14.5,23.0,53.0,86.0,10,35,190,21273,1005.3,2023,2023-03-28
3,29,0.0,2.5,9.4,15.8,37.0,65.0,98.0,6,23,127,20135,1006.0,2023,2023-03-29
3,30,0.0,6.5,9.7,13.2,65.0,85.0,98.0,6,15,38,4632,1004.0,2023,2023-03-30
3,31,1.9,7.0,10.0,11.5,85.0,95.0,100.0,7,20,274,3146,993.6,2023,2023-03-31
4,1,0.1,3.8,10.6,17.3,52.0,82.0,100.0,6,19,160,16525,987.8,2023,2023-04-01
4,2,0.0,5.2,12.0,19.2,30.0,72.0,98.0,7,28,303,18912,992.6,2023,2023-04-02
4,3,0.0,3.7,10.1,17.1,25.0,59.0,97.0,10,39,352,21918,995.9,2023,2023-04-03
4,4,0.0,-0.1,6.5,13.3,24.0,47.0,72.0,9,26,219,22541,998.9,2023,2023-04-04
4,5,0.0,-0.6,4.8,11.6,33.0,58.0,93.0,9,26,222,22504,1001.6,2023,2023-04-05
4,6,0.0,-1.6,5.7,13.5,35.0,63.0,93.0,8,30,226,22001,1001.5,2023,2023-04-06
4,7,0.0,-0.7,8.1,15.3,41.0,66.0,97.0,7,23,182,19127,999.0,2023,2023-04-07
4,8,0.1,2.5,9.4,14.0,31.0,67.0,93.0,6,25,40,11392,1000.5,2023,2023-04-08
4,9,0.0,2.6,8.8,15.1,44.0,71.0,94.0,6,32,122,15818,1004.2,2023,2023-04-09
4,10,0.0,1.1,9.3,17.2,35.0,66.0,95.0,7,23,235,22854,1004.8,2023,2023-04-10
4,11,0.0,3.8,9.3,15.5,48.0,73.0,95.0,6,21,236,13626,998.4,2023,2023-04-11
4,12,0.6,4.6,11.8,16.2,42.0,67.0,94.0,6,20,174,12188,992.2,2023,2023-04-12
4,13,51.7,5.4,7.7,9.7,84.0,94.0,100.0,14,48,22,2292,986.5,2023,2023-04-13
4,14,3.3,5.8,9.1,13.7,61.0,81.0,99.0,9,31,222,11543,986.4,2023,2023-04-14
4,15,4.4,4.2,9.4,15.9,57.0,83.0,99.0,6,42,167,-,990.1,2023,2023-04-15
4,16,0.0,3.0,10.7,18.8,44.0,72.0,97.0,8,24,200,23355,995.1,2023,2023-04-16
4,17,0.0,5.1,14.7,23.0,30.0,54.0,92.0,7,33,116,21768,995.7,2023,2023-04-17
4,18,0.0,6.3,14.4,21.7,33.0,58.0,89.0,9,28,178,21472,996.7,2023,2023-04-18
4,19,5.8,6.3,12.6,18.5,45.0,76.0,98.0,7,33,136,13892,996.8,2023,2023-04-19
4,20,5.2,9.6,10.6,11.5,82.0,93.0,99.0,8,22,351,2776,996.7,2023,2023-04-20
4,21,2.1,8.7,13.6,20.8,47.0,77.0,95.0,9,24,153,15698,996.6,2023,2023-04-21
4,22,0.0,7.2,14.1,20.9,50.0,77.0,100.0,7,26,217,22394,996.1,2023,2023-04-22
4,23,0.1,8.8,14.4,19.9,52.0,81.0,100.0,6,25,137,15299,994.0,2023,2023-04-23
4,24,12.2,8.2,11.8,14.9,72.0,90.0,100.0,6,32,12,6268,989.9,2023,2023-04-24
4,25,5.2,4.6,9.8,15.9,52.0,87.0,100.0,8,27,234,12462,992.3,2023,2023-04-25
4,26,0.0,3.1,11.6,18.6,45.0,75.0,100.0,9,35,186,23292,997.0,2023,2023-04-26
4,27,0.0,8.0,13.4,19.9,39.0,69.0,96.0,6,26,249,22067,1000.3,2023,2023-04-27
4,28,1.0,7.5,12.1,17.8,38.0,73.0,94.0,5,13,27,11793,1000.7,2023,2023-04-28
4,29,0.0,7.1,13.7,20.6,49.0,78.0,100.0,6,19,167,20780,996.9,2023,2023-04-29
4,30,0.0,10.2,16.5,22.7,49.0,72.0,98.0,7,27,14,15043,997.5,2023,2023-04-30
5,1,3.4,9.6,14.9,20.8,39.0,70.0,96.0,7,37,151,16889,997.7,2023,2023-05-01
5,2,9.6,11.3,13.2,15.8,71.0,88.0,99.0,9,26,17,5725,998.7,2023,2023-05-02
5,3,0.2,9.8,14.4,19.3,53.0,79.0,100.0,-,28,0,11756,1002.3,2023,2023-05-03
5,4,0.0,7.6,15.5,22.2,42.0,72.0,100.0,-,22,160,26312,1002.3,2023,2023-05-04
5,5,0.1,9.0,17.0,24.4,49.0,76.0,100.0,6,21,236,25688,999.9,2023,2023-05-05
5,6,0.0,11.2,17.7,24.8,48.0,79.0,100.0,5,22,330,19931,997.3,2023,2023-05-06
5,7,0.0,12.4,18.1,25.1,51.0,75.0,96.0,7,26,9,19800,997.6,2023,2023-05-07
5,8,0.9,13.9,16.5,19.8,71.0,87.0,100.0,4,19,105,8121,1000.8,2023,2023-05-08
5,9,0.1,13.4,16.7,21.4,47.0,71.0,100.0,5,31,139,16621,999.0,2023,2023-05-09
5,10,22.9,11.3,12.5,14.3,61.0,90.0,100.0,6,24,355,-,995.4,2023,2023-05-10
5,11,25.1,10.6,11.7,13.5,76.0,89.0,100.0,14,33,16,4954,993.6,2023,2023-05-11
5,12,8.9,10.4,12.3,15.2,84.0,95.0,100.0,6,17,318,8076,997.0,2023,2023-05-12
5,13,7.5,9.2,12.5,17.0,72.0,90.0,100.0,7,21,36,-,999.8,2023,2023-05-13
5,14,8.1,9.6,12.0,14.0,76.0,90.0,100.0,7,24,14,-,994.3,2023,2023-05-14
5,15,0.0,8.5,15.2,22.0,48.0,78.0,100.0,6,20,144,25840,990.2,2023,2023-05-15
